bundle,top,rel,name,title,note,pages,token_est,bytes,is_si,sha256,path
07_NMR_theory_review_core.pdf,NMR Theory and Review,Ramakrishnan1999_CarbonateRocks.pdf,Ramakrishnan1999_CarbonateRocks.pdf,Ramakrishnan1999 CarbonateRocks,NMR Theory and Review,11,7885,13155061,False,a3fbc8729bec03cbdcbff30e5f5468e60c1e0cb65759bd7c9690b457c4ee8400,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR Theory and Review\Ramakrishnan1999_CarbonateRocks.pdf
07_NMR_theory_review_core.pdf,NMR Theory and Review,Review_Oil_Industry_2022.pdf,Review_Oil_Industry_2022.pdf,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,综述,38,47562,4184108,False,912aed97bf5b72b7d67eb7abbbfb19adff6246db5ffe51464f9b3f38ced4ffff,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR Theory and Review\Review_Oil_Industry_2022.pdf
07_NMR_theory_review_core.pdf,NMR Theory and Review,Song2012_NMR_PorousMedia_t2t2.pdf,Song2012_NMR_PorousMedia_t2t2.pdf,Magnetic Resonance of Porous Media (MRPM): A perspective,NMR Theory and Review,13,20261,410008,False,0d73b8398482bdebdd606ae8007456e0c6d5fa53ccc618476ddaed28e81e9f07,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR Theory and Review\Song2012_NMR_PorousMedia_t2t2.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\concrete\1-s2.0-S000888461831038X-main.pdf,1-s2.0-S000888461831038X-main.pdf,A phenomenological approach on the influence of paramagnetic iron in cement stone on 2D T1-T2 relaxation in single-sided 1H nuclear magnetic resonance,T1-T2 多维 NMR；水泥/混凝土材料应用,15,20200,2360072,False,4cbda0343da041a8e5fd0fb9150c0ed1d7ca630d77b6f45feade94b51ccdd666,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\concrete\1-s2.0-S000888461831038X-main.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\concrete\x_McDonald2005.pdf,x_McDonald2005.pdf,McDonald2005,水泥/混凝土材料应用,9,13579,183696,False,97a4b275ca1742774cd5278cb017ec591287fae2ec4ba54f6c7f98648c63da12,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\concrete\x_McDonald2005.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Mineral\Bryar2000.pdf,Bryar2000.pdf,Paramagnetic Effects of Iron(III) Species on Nuclear Magnetic Relaxation of Fluid Protons in Porous Media,矿物表面/吸附水,12,15261,131573,False,6aacd323929ad05dcbba1d662327feb73f0bfbedafa857f347c5f5bfd41a7bce,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Mineral\Bryar2000.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Multiphse flow\Daughney2000.pdf,Daughney2000.pdf,No Job Name,多相流,6,10710,94813,False,50308898e3b16b740798acd1b444d6f03a8ebfcdeee0d1d9d9298da448a16d32,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Multiphse flow\Daughney2000.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Multiphse flow\Tandon2020.pdf,Tandon2020.pdf,Wettability Quantification in Mixed-Wet Rocks Using a New NMR-Based Method,多相流,22,21288,7525492,False,b17e860754a9d170cfa0d17e178b066767082c4285e495005c446dfdf35c63f4,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Multiphse flow\Tandon2020.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Peat\Hydraulic conductivity estimation by NMR data in unconsolidated geological materials insights from SDR model calibrations.pdf,Hydraulic conductivity estimation by NMR data in unconsolidated geological materials insights from SDR model calibrations.pdf,Hydraulic conductivity estimation by NMR data in unconsolidated geological materials: insights from SDR model calibrations,泥炭/非固结材料应用,16,25768,10086520,True,390b353513d75cba99c44e6375c3de89c1ff7ced0e23c2007ea56bf0b1597785,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Peat\Hydraulic conductivity estimation by NMR data in unconsolidated geological materials insights from SDR model calibrations.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Peat\Nuclear magnetic resonance relaxometry to characterise the decomposition degree of peat soils.pdf,Nuclear magnetic resonance relaxometry to characterise the decomposition degree of peat soils.pdf,Nuclear magnetic resonance relaxometry to characterise the decomposition degree of peat soils,泥炭/非固结材料应用,14,23902,6416223,True,176d1efd2e6a7103fe5fd3a673991d0b160817e7510935adce4d9a7f8039daa2,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Peat\Nuclear magnetic resonance relaxometry to characterise the decomposition degree of peat soils.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Petrophysics\Fleury2015.pdf,Fleury2015.pdf,2015: Comparison of Pore Size Distribution by NMR Relaxation and Nmr Cryoporometry in Shales,岩石物理参数估计,12,8190,453441,False,9ffcf88205b2faa75d9ba0e6eb964ff9a564d65c5ae96a90a68297089fc65e28,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Petrophysics\Fleury2015.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Petrophysics\Jacomoetal2018_Petrophysics.pdf,Jacomoetal2018_Petrophysics.pdf,April 2018 Publication PRESS.indd,岩石物理参数估计,17,21291,18974241,True,8ba860bf93a4a55fbe35abd6295ee29d5c5fdd43e9401e5913920f1665320d38,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Petrophysics\Jacomoetal2018_Petrophysics.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Petrophysics\Washburn2014.pdf,Washburn2014.pdf,Relaxation mechanisms and shales,岩石物理参数估计,22,22300,1107939,False,a1e0b7f91180cf7bc531873d6bcd2fa4d33c77e614d8e4e86bc65b54e5bd110c,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Petrophysics\Washburn2014.pdf
02_NMR_application_pore_coupling.pdf,NMR application,Lab NMR\Pore coupling\Anand2007.pdf,Anand2007.pdf,ANAND.vp,孔隙耦合/扩散耦合,20,11338,4844782,False,94a2326ee998717de1b920abf35162ced4bee8eaa62cc98a3d0338794c40091f,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Pore coupling\Anand2007.pdf
02_NMR_application_pore_coupling.pdf,NMR application,Lab NMR\Pore coupling\Grunewald2009_LabStudy_PoreCoupling.pdf,Grunewald2009_LabStudy_PoreCoupling.pdf,A laboratory study of NMR relaxation times and pore coupling in heterogeneous media,孔隙耦合/扩散耦合,7,10749,526643,False,75730560f5eceb3af4b733971725638955602b169c3424ad177b149f14842176,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Pore coupling\Grunewald2009_LabStudy_PoreCoupling.pdf
02_NMR_application_pore_coupling.pdf,NMR application,Lab NMR\Pore coupling\Mesquita2016_MICP.pdf,Mesquita2016_MICP.pdf,SURFACE RELAXIVITY ESTIMATION AND NMR-MICP MATCHING IN DIFFUSIONALY COUPLED ROCKS,孔隙耦合/扩散耦合；扩散与弛豫机制,6,4257,202503,False,5cde90ba14898162b458fd3628b24eb46c6a5ea0c7bc9dc946e4e46c9a03b810,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Pore coupling\Mesquita2016_MICP.pdf
02_NMR_application_pore_coupling.pdf,NMR application,Lab NMR\Pore coupling\Singer2020_notWater.pdf,Singer2020_notWater.pdf,Diffusive coupling in heptane-saturated kerogen isolates evidenced by NMR T1-T2 and T2-T2 maps,孔隙耦合/扩散耦合；T2-T2 多维 NMR；T1-T2 多维 NMR,10,12682,4133487,True,c8f9f46b0521d31e82dff0949dc22ccad5537ada4a224745441fb43731f977f0,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Pore coupling\Singer2020_notWater.pdf
02_NMR_application_pore_coupling.pdf,NMR application,Lab NMR\Pore coupling\Song2014_reviewLetters.pdf,Song2014_reviewLetters.pdf,untitled,孔隙耦合/扩散耦合,5,6359,1117136,False,5e544615053149c77b10b9988f8a9e03036501d2745916a8eb705efb4ff51559,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Pore coupling\Song2014_reviewLetters.pdf
02_NMR_application_pore_coupling.pdf,NMR application,Lab NMR\Pore coupling\Washburn2017.pdf,Washburn2017.pdf,Detection of intermolecular homonuclear dipolar coupling in organic rich shale by transverse relaxation exchange,孔隙耦合/扩散耦合,7,7390,2084461,False,b48b01c48ac6d1dc20bed591229a6787ef7218dcec56d7b7e9b5f785b560d5e1,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Pore coupling\Washburn2017.pdf
02_NMR_application_pore_coupling.pdf,NMR application,Lab NMR\Pore coupling\x_Fleury2009.pdf,x_Fleury2009.pdf,Quantitative analysis of diffusional pore coupling from T2-store-T2 NMR experiments,孔隙耦合/扩散耦合；扩散与弛豫机制,10,13222,1428221,False,384eac4242929edcf6aa9f043c544b7e9c9e6a198214c5375fd14712484af6ea,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Pore coupling\x_Fleury2009.pdf
01_NMR_application_general.pdf,NMR application,Lab NMR\Rock\Maneval2019.pdf,Maneval2019.pdf,A two-region transport model for interpreting - measurements in complex systems,NMR application,14,18333,3157172,False,8d0244e4d79129e06a48b049a75f633ef4966d6c30c8e2930c2ad0fb525fb133,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR application\Lab NMR\Rock\Maneval2019.pdf
03_NMR_measurement_modeling_2D_maps.pdf,NMR measurement and modeling,CPMG T2 map\1-s2.0-S092041051830353X-main.pdf,1-s2.0-S092041051830353X-main.pdf,A new method to establish NMR T2 spectrum based on bimodal Gaussian density function_ A case study of tight sandstone in East China Sea Basin,CPMG/T2 采集或反演,10,16202,2812207,False,8e2f51898fa0be088024147ac5754bcd0e21fd7828502408eaf33a53d9a2d2d0,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR measurement and modeling\CPMG T2 map\1-s2.0-S092041051830353X-main.pdf
03_NMR_measurement_modeling_2D_maps.pdf,NMR measurement and modeling,T2-T2\4199.pdf,4199.pdf,4199,T2-T2 多维 NMR,150,10369,8227232,False,f1a72a9e1e4bf85b19a42e4ae866d1cef42933dd35c7bc5dfb4b165d92743e03,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR measurement and modeling\T2-T2\4199.pdf
03_NMR_measurement_modeling_2D_maps.pdf,NMR measurement and modeling,T2-T2\Monteilheit2006_T2-T2.pdf,Monteilheit2006_T2-T2.pdf,Monteilheit2006 T2 T2,T2-T2 多维 NMR,10,8669,479279,False,6a213aa5c0b8471ceca6a487e87e66eb381666a28b20cf470fdc5baae30b8e07,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR measurement and modeling\T2-T2\Monteilheit2006_T2-T2.pdf
03_NMR_measurement_modeling_2D_maps.pdf,NMR measurement and modeling,T2-T2\x_Johnson2014.pdf,x_Johnson2014.pdf,Johnson2014,T2-T2 多维 NMR,7,8858,999235,False,5b1a6dbb7396c8d73d84ece2f7b7db26ffeb8590f45d3685cf1b53fa2fb0cf3f,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR measurement and modeling\T2-T2\x_Johnson2014.pdf
03_NMR_measurement_modeling_2D_maps.pdf,NMR measurement and modeling,T2-T2\x_Schwartz2013_t2t2.pdf,x_Schwartz2013_t2t2.pdf,Schwartz2013 t2t2,T2-T2 多维 NMR,13,19743,3267994,False,13e361524ddd62c2a26b4e7a46a5216a99aedb7f33039941ebbdd27fd0014649,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR measurement and modeling\T2-T2\x_Schwartz2013_t2t2.pdf
03_NMR_measurement_modeling_2D_maps.pdf,NMR measurement and modeling,T2-T2\x_Song2008.pdf,x_Song2008.pdf,untitled,T2-T2 多维 NMR,4,5345,322343,False,0468030360c8671f676f5f7c792d5ac11cad90487e7db6cdd27bff0e9f8a7c27,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR measurement and modeling\T2-T2\x_Song2008.pdf
03_NMR_measurement_modeling_2D_maps.pdf,NMR measurement and modeling,T2-T2\x_Song2016.pdf,x_Song2016.pdf,The robust identification of exchange from T2â€“T2 time-domain features,T2-T2 多维 NMR,8,12874,1796082,False,0ead8882f158f8d24ea2f95f1da04f8106fed9089b9b556d17ec38f181fcc8a3,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR measurement and modeling\T2-T2\x_Song2016.pdf
03_NMR_measurement_modeling_2D_maps.pdf,NMR measurement and modeling,T2-T2\Yu_2019.pdf,Yu_2019.pdf,Characterization of porous media by T2-T2 correlation beyond fast diffusion limit,T2-T2 多维 NMR；扩散与弛豫机制,5,6059,732987,False,434b69a01d17f480852299a7f9d2dab3638286370d51260230ec6a86ea1a6b6d,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR measurement and modeling\T2-T2\Yu_2019.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,Echo train simulation\1-s2.0-S0098300421000686-main.pdf,1-s2.0-S0098300421000686-main.pdf,Numerical investigating the low field NMR response of representative pores at different pulse sequence parameters,NMR simulation,11,13240,10709072,False,635917087f3d6ef81bb9670550e91705d2501c345bb934d9e636817c7f43ca8d,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Echo train simulation\1-s2.0-S0098300421000686-main.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,"Echo train simulation\Tan et al. - 2012 - Numerical simulation of (T2, T1) 2D NMR and fluid .pdf","Tan et al. - 2012 - Numerical simulation of (T2, T1) 2D NMR and fluid .pdf","Tan et al. - 2012 - Numerical simulation of (T2, T1) 2D NMR and fluid .pdf",NMR simulation,13,13491,2825200,True,3a6758e66926563f40e065c9ee6be245ba94230931ceecb9fbb5a278e5b8f1cf,"C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\Echo train simulation\Tan et al. - 2012 - Numerical simulation of (T2, T1) 2D NMR and fluid .pdf"
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,FEM\Ghomeshi2018_FEM.pdf,Ghomeshi2018_FEM.pdf,An investigation into the effects of pore connectivity on T2 NMR relaxation,有限元模拟,13,20017,4385128,False,43d284cabad2dff78c95e045d8b6a2833a69f4d4939547db557878fc021c552c,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\FEM\Ghomeshi2018_FEM.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,FEM\Hagslatt2002_restrictiveGeometries.pdf,Hagslatt2002_restrictiveGeometries.pdf,doi:10.1016/S1090-7807(02)00039-3,有限元模拟,10,11379,396207,False,cf484411e73db7fb5b7eb1353566b0f6557ae427434c3fc691120d8783d68a50,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\FEM\Hagslatt2002_restrictiveGeometries.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,FEM\Mitchel2019_FEModeling.pdf,Mitchel2019_FEModeling.pdf,A finite element approach to forward modeling of nuclear magnetic resonance measurements in coupled pore systems,有限元模拟,13,8593,3469595,False,2f575d73a5114538bf9e7d78c55e37c3828a507f9f362e12582e52369724887c,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\FEM\Mitchel2019_FEModeling.pdf
04_NMR_simulation_echo_FEM_LBM.pdf,NMR simulation,FEM\Mohnke2010.pdf,Mohnke2010.pdf,Microscale Simulations of NMR Relaxation in Porous Media Considering Internal Field Gradients,有限元模拟,12,8475,3402238,False,18e0c8f2e38f92aad2f767f494aed09a2dbceb8bb1f15efa959b73b9f10c56d8,C:\Users\imgw\Documents\Codex\gpt项目管理\NMR\原始文献布局\NMR simulation\FEM\Mohnke2010.pdf
